stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest,discontinuedOperations
NNI,2016-12-31,256751000.0,257501000.0,7981000,76932000,471629000,862462000,141313000,,390833000,0,785530000,255924000.0,256751000,398814000.0,,103940000.0,9270000.0,
OXFD,2019-12-31,-1809000.0,-1340000.0,1256000,19288000,78723000,73710000,-2417000,,-5013000,-5013000,54422000,52783000.0,-1809000,-3757000.0,6652000.0,,,-469000.0
OXFD,2018-12-31,120779000.0,12505000.0,-7134000,16826000,77400000,59753000,-37286000,,-17647000,-17647000,42927000,54752000.0,120779000,-24781000.0,5822000.0,,,108274000.0
OXFD,2017-12-31,-32885000.0,-33226000.0,-2699000,18470000,83626000,54733000,1634000,,-28893000,-28893000,36263000,56090000.0,-32885000,-31592000.0,9066000.0,,,341000.0
OXFD,2016-12-31,-22349000.0,-21578000.0,-1833000,16491000,70507000,46988000,-3774000,,-23519000,-23519000,30497000,45746000.0,-22349000,-25352000.0,8270000.0,,,-771000.0
IPG,2019-12-31,656000000.0,673900000.0,-234500000,6813500000,7511900000,8625100000,204800000,-199300000.0,1113200000,1113200000,1811600000,419900000.0,656000000,878700000.0,,,214400000.0,
IPG,2018-12-31,618900000.0,637700000.0,-200400000,6659900000,6994300000,8031600000,199200000,-123000000.0,1037300000,1037300000,1371700000,131500000.0,618900000,836900000.0,,,207500000.0,
IPG,2017-12-31,554400000.0,570400000.0,-82600000,6273600000,6549200000,7473500000,271300000,-90800000.0,924300000,924300000,1199900000,118500000.0,554400000,841700000.0,,,286900000.0,
IPG,2016-12-31,605000000.0,629000000.0,-104700000,5860900000,6521700000,7452300000,196900000,-90600000.0,930600000,930600000,1591400000,500600000.0,605000000,825900000.0,,,292400000.0,
DKS,2020-02-01,297462000.0,297462000.0,-34509000,6183085000,8308530000,8750743000,110242000,-17012000.0,442213000,442213000,2567658000,2120177000.0,297462000,407704000.0,,,,
DKS,2019-02-02,319864000.0,319864000.0,-12813000,5998788000,7991837000,8436570000,112056000,-10248000.0,444733000,444733000,2437782000,1986576000.0,319864000,431920000.0,,,,
DKS,2018-02-03,323445000.0,323445000.0,10063000,6101412000,8099198000,8590472000,177892000,-8047000.0,491274000,491274000,2489060000,1968663000.0,323445000,501337000.0,,,,
DKS,2017-01-28,287396000.0,287396000.0,-86932000,5509798000,7376627000,7921981000,171026000,-5856000.0,545354000,545354000,2412183000,1826543000.0,287396000,458422000.0,,,,
MGI,2019-12-31,-60300000.0,-60300000.0,-100400000,662200000,1249000000,1285100000,-4000000,-77000000.0,36100000,36100000,622900000,513100000.0,-60300000,-64300000.0,,,,
MGI,2018-12-31,-24000000.0,-24000000.0,-99500000,732200000,1359000000,1447600000,13100000,-53600000.0,88600000,88600000,715400000,550800000.0,-24000000,-10900000.0,,,,
MGI,2017-12-31,-29800000.0,-29800000.0,-131200000,794000000,1507500000,1602100000,-6800000,-45300000.0,94600000,94600000,808100000,638400000.0,-29800000,-36600000.0,,,,
MGI,2016-12-31,15900000.0,15900000.0,-46600000,814400000,1541300000,1630400000,26600000,-45000000.0,89100000,89100000,816000000,647000000.0,15900000,42500000.0,,,,
FDUS,2019-12-31,48466000.0,48466000.0,-575000,0,27565000,77106000,500000,-17072000.0,49541000,49541000,77106000,27565000.0,48466000,48966000.0,,,,
FDUS,2018-12-31,49452000.0,49452000.0,1735000,0,27988000,76425000,720000,-12659000.0,48437000,48437000,76425000,27988000.0,49452000,50172000.0,,,,
FDUS,2017-12-31,43951000.0,43951000.0,381000,0,24825000,68615000,220000,-9803000.0,43790000,43790000,68615000,24825000.0,43951000,44171000.0,,,,
FDUS,2016-12-31,41570000.0,41570000.0,4375000,0,22609000,60229000,425000,-10594000.0,37620000,37620000,60229000,22609000.0,41570000,41995000.0,,,,
HPQ,2019-10-31,3152000000.0,3152000000.0,-1742000000,47586000000,54491000000,58756000000,-629000000,-242000000.0,4265000000,4265000000,11170000000,5290000000.0,3152000000,2523000000.0,1499000000.0,,,
HPQ,2018-10-31,5327000000.0,5327000000.0,-1306000000,47803000000,54153000000,58472000000,-2314000000,-312000000.0,4319000000,4319000000,10669000000,4866000000.0,5327000000,3013000000.0,1404000000.0,,,
HPQ,2017-10-31,2526000000.0,2526000000.0,-729000000,42478000000,48051000000,52056000000,750000000,-309000000.0,4005000000,4005000000,9578000000,4382000000.0,2526000000,3276000000.0,1190000000.0,,,
HPQ,2016-10-31,2496000000.0,2666000000.0,-179000000,39240000000,44298000000,48238000000,1095000000,-273000000.0,3940000000,3940000000,8998000000,3833000000.0,2496000000,3761000000.0,1209000000.0,,,
NSA,2019-12-31,-8442000.0,66013000.0,-53198000,106464000,262364000,382926000,1351000,-56464000.0,120562000,120562000,276462000,50781000.0,3983000,67364000.0,,,532471000.0,
NSA,2018-12-31,3732000.0,56326000.0,-42424000,100438000,229905000,329473000,818000,-42724000.0,99568000,99568000,229035000,40320000.0,14109000,57144000.0,,,485460000.0,
NSA,2017-12-31,633000.0,45998000.0,-28411000,81348000,190223000,265791000,1159000,-34068000.0,75568000,75568000,184443000,33760000.0,2961000,47157000.0,,,430464000.0,
NSA,2016-12-31,17947000.0,24866000.0,-24392000,68244000,147936000,197562000,368000,-24109000.0,49626000,49626000,129318000,24628000.0,17965000,25234000.0,,,401966000.0,
ZTS,2019-12-31,1500000000.0,1500000000.0,-392000000,1891000000,4067000000,6260000000,301000000,-223000000.0,2193000000,2193000000,4369000000,1564000000.0,1500000000,1801000000.0,457000000.0,,,
ZTS,2018-12-31,1428000000.0,1424000000.0,-260000000,1876000000,3875000000,5825000000,266000000,-206000000.0,1950000000,1950000000,3949000000,1450000000.0,1428000000,1690000000.0,432000000.0,,,
ZTS,2017-12-31,864000000.0,862000000.0,-223000000,1761000000,3559000000,5307000000,663000000,-175000000.0,1748000000,1748000000,3546000000,1325000000.0,864000000,1525000000.0,382000000.0,,,
ZTS,2016-12-31,821000000.0,819000000.0,-236000000,1647000000,3424000000,4888000000,409000000,-166000000.0,1464000000,1464000000,3241000000,1316000000.0,821000000,1228000000.0,376000000.0,,,
SIMO,2019-12-31,64399000.0,64399000.0,-2067000,229399000,383112000,457253000,7675000,,74141000,74141000,227854000,42824000.0,64399000,72074000.0,110123000.0,,,
SIMO,2018-12-31,98070000.0,98070000.0,958000,269541000,421445000,530348000,11791000,,108903000,108903000,260807000,50845000.0,98070000,109861000.0,98095000.0,,,
SIMO,2017-12-31,74955000.0,74955000.0,-4976000,272210000,419427000,523404000,24046000,,103977000,103977000,251194000,45761000.0,74955000,99001000.0,98922000.0,,,
SIMO,2016-12-31,110940000.0,110940000.0,1370000,281541000,418886000,556146000,27690000,,137260000,137260000,274605000,45432000.0,110940000,138630000.0,89810000.0,,,
VAR,2019-09-27,291900000.0,292200000.0,-77300000,1854800000,2727000000,3225100000,128600000,-8800000.0,498100000,498100000,1370300000,624600000.0,291900000,420800000.0,247600000.0,,9300000.0,
VAR,2018-09-28,149900000.0,150300000.0,-42400000,1645500000,2424600000,2919100000,301800000,-6800000.0,494500000,494500000,1273600000,545200000.0,149900000,452100000.0,233900000.0,,4300000.0,
VAR,2017-09-29,218500000.0,226000000.0,-44600000,1505400000,2271600000,2619300000,77100000,-10700000.0,347700000,347700000,1113900000,556200000.0,218500000,303100000.0,210000000.0,,4300000.0,
VAR,2016-09-30,399300000.0,322300000.0,2500000,1489000000,2163800000,2593700000,110100000,-11600000.0,429900000,429900000,1104700000,472200000.0,399300000,432400000.0,200400000.0,,14000000.0,
ZIXI,2019-12-31,-24631000.0,-14647000.0,-20995000,76908000,171558000,173428000,-4478000,-10105000.0,1870000,1870000,96520000,74219000.0,-14647000,-19125000.0,20431000.0,,,
ZIXI,2018-12-31,15444000.0,15444000.0,-460000,15186000,58540000,70478000,-4720000,-10105000.0,11938000,11938000,55292000,32031000.0,15444000,10724000.0,11323000.0,,,
ZIXI,2017-12-31,-8057000.0,-8057000.0,-147000,12602000,54967000,65663000,18606000,-10105000.0,10696000,10696000,53061000,31385000.0,-8057000,10549000.0,10980000.0,,,
ZIXI,2016-12-31,5837000.0,5837000.0,213000,10533000,50828000,60144000,3692000,-33000.0,9316000,9316000,49611000,30742000.0,5837000,9529000.0,9553000.0,,,
BPMC,2019-12-31,-347694000.0,-347694000.0,13632000,331450000,427838000,66512000,0,,-361326000,-361326000,-264938000,96388000.0,-347694000,-347694000.0,,,,
BPMC,2018-12-31,-236642000.0,-236642000.0,10386000,243621000,291549000,44521000,0,,-247028000,-247028000,-199100000,47928000.0,-236642000,-236642000.0,,,,
BPMC,2017-12-31,-148119000.0,-148119000.0,3128000,144687000,172673000,21426000,0,,-151247000,-151247000,-123261000,27986000.0,-148119000,-148119000.0,,,,
BPMC,2016-12-31,-72495000.0,-72495000.0,82000,81131000,100349000,27772000,0,,-72577000,-72577000,-53359000,19218000.0,-72495000,-72495000.0,,,,
BG,2019-12-31,-1322000000.0,-1291000000.0,-2143000000,38890000000,40202000000,41140000000,86000000,-339000000.0,938000000,938000000,2250000000,1271000000.0,-1280000000,-1205000000.0,,41000000.0,514000000.0,
BG,2018-12-31,233000000.0,277000000.0,-483000000,43461000000,44804000000,45743000000,179000000,-339000000.0,939000000,939000000,2282000000,1332000000.0,267000000,456000000.0,,11000000.0,629000000.0,
BG,2017-12-31,126000000.0,174000000.0,-222000000,43994000000,45342000000,45794000000,56000000,-263000000.0,452000000,452000000,1800000000,1355000000.0,160000000,230000000.0,,-7000000.0,209000000.0,
BG,2016-12-31,709000000.0,776000000.0,-134000000,40271000000,41549000000,42679000000,220000000,-234000000.0,1130000000,1130000000,2408000000,1278000000.0,745000000,996000000.0,,-7000000.0,199000000.0,
TTNP,2019-12-31,-16458000.0,-16458000.0,386000,8530000,20455000,3611000,0,-967000.0,-16844000,-16844000,-4919000,11925000.0,-16458000,-16458000.0,,,,
TTNP,2018-12-31,-9308000.0,-9023000.0,-759000,8016000,14882000,6618000,0,-887000.0,-8264000,-8264000,-1398000,6866000.0,-9023000,-9023000.0,,,,
TTNP,2017-12-31,-14307000.0,-14307000.0,195000,9648000,14717000,215000,0,-369000.0,-14502000,-14502000,-9433000,5069000.0,-14307000,-14307000.0,,,,
TTNP,2016-12-31,5135000.0,5135000.0,792000,6126000,10722000,15065000,0,-369000.0,4343000,4343000,8939000,4596000.0,5135000,5135000.0,,,,
EQS,2019-12-31,2173000.0,2173000.0,5553000,0,3731000,351000,0,-11000.0,-3380000,-3380000,351000,3694000.0,2173000,2173000.0,,37000.0,,
EQS,2018-12-31,51000.0,51000.0,3602000,0,4031000,480000,0,-4000.0,-3551000,-3551000,480000,4010000.0,51000,51000.0,,21000.0,,
EQS,2017-12-31,-829000.0,-829000.0,5674000,0,7063000,560000,0,-11000.0,-6503000,-6503000,560000,7043000.0,-829000,-829000.0,,20000.0,,
EQS,2016-12-31,5432000.0,5432000.0,7875000,0,3191000,748000,0,-8000.0,-2443000,-2443000,748000,3169000.0,5432000,5432000.0,,22000.0,,
TRNS,2020-03-28,8067000.0,8067000.0,-1120000,130621000,162249000,173099000,1663000,-934000.0,10850000,10850000,42478000,31628000.0,8067000,9730000.0,,,,
TRNS,2019-03-30,7145000.0,7145000.0,-994000,121555000,150669000,160898000,2090000,-903000.0,10229000,10229000,39343000,29114000.0,7145000,9235000.0,,,,
TRNS,2018-03-31,5922000.0,5922000.0,-1078000,117700000,146115000,155141000,2026000,-1018000.0,9026000,9026000,37441000,28415000.0,5922000,7948000.0,,,,
TRNS,2017-03-25,4522000.0,4522000.0,-870000,108928000,135864000,143898000,2642000,-719000.0,8034000,8034000,34970000,26936000.0,4522000,7164000.0,,,,
OCUL,2019-12-31,-86372000.0,-86372000.0,-570000,43416000,90029000,4227000,0,-6101000.0,-85802000,-85802000,-39189000,46613000.0,-86372000,-86372000.0,,,,
OCUL,2018-12-31,-59978000.0,-59978000.0,-860000,37380000,61108000,1990000,0,-1739000.0,-59118000,-59118000,-35390000,23728000.0,-59978000,-59978000.0,,,,
OCUL,2017-12-31,-63386000.0,-63386000.0,-3969000,30647000,61340000,1923000,0,-1892000.0,-59417000,-59417000,-28724000,30693000.0,-63386000,-63386000.0,,,,
OCUL,2016-12-31,-44703000.0,-44703000.0,-1377000,27508000,45213000,1887000,0,-1680000.0,-43326000,-43326000,-25621000,17705000.0,-44703000,-44703000.0,,,,
XPL,2019-12-31,-3289000.0,-3289000.0,-89000,0,3200000,408000,0,,-3200000,-3200000,408000,1368000.0,-3289000,-3289000.0,,,,
XPL,2018-12-31,-3598000.0,-3598000.0,-365000,0,3233000,0,0,,-3233000,-3233000,0,1954000.0,-3598000,-3598000.0,,,,
XPL,2017-12-31,-942000.0,-942000.0,972000,0,1914000,0,0,,-1914000,-1914000,0,1202000.0,-942000,-942000.0,,,,
XPL,2016-12-31,-1710000.0,-1710000.0,736000,0,2799000,0,-353000,,-2799000,-2799000,0,2163000.0,-1710000,-2063000.0,,,,
FBSS,2019-12-31,6820000.0,6820000.0,-458000,0,21996000,30278000,1004000,,8282000,0,30278000,18569000.0,6820000,7824000.0,,3427000.0,,
FBSS,2018-12-31,6135000.0,6135000.0,-369000,0,21782000,29032000,746000,,7250000,0,29032000,18368000.0,6135000,6881000.0,,3414000.0,,
FBSS,2017-12-31,2496000.0,2496000.0,-312000,0,20532000,26219000,2879000,,5687000,0,26219000,17345000.0,2496000,5375000.0,,3187000.0,,
FBSS,2016-12-31,3674000.0,3674000.0,-508000,0,20417000,25536000,937000,,5119000,0,25536000,17319000.0,3674000,4611000.0,,3098000.0,,
RS,2019-12-31,701500000.0,706100000.0,-83100000,7644400000,9961400000,10973800000,223200000,-85000000.0,1012400000,1012400000,3329400000,2097700000.0,701500000,929300000.0,,,7500000.0,
RS,2018-12-31,633700000.0,641800000.0,-124300000,8253000000,10559600000,11534500000,208800000,-86200000.0,974900000,974900000,3281500000,2091400000.0,633700000,850600000.0,,,7900000.0,
RS,2017-12-31,613400000.0,621000000.0,-75800000,6933400000,9061400000,9721000000,-37200000,-73900000.0,659600000,659600000,2787600000,1909600000.0,613400000,583800000.0,,,32800000.0,
RS,2016-12-31,304300000.0,309100000.0,-151500000,6010300000,8032700000,8613400000,120100000,-84600000.0,580700000,580700000,2603100000,1800400000.0,304300000,429200000.0,,,30300000.0,
LKCO,2018-12-31,-11927536.0,-11927536.0,-2986474,6938063,29909416,21042363,74009,-80184.0,-8867053,-8867053,14104300,18548303.0,-11927536,-11853527.0,3478570.0,,,
LKCO,2017-12-31,-6810454.0,-6810454.0,61088,5547779,32953959,26082417,0,-26611.0,-6871542,-6871542,20534638,26359982.0,-6810454,-6810454.0,1046198.0,,,
LKCO,2016-12-31,-13049031.0,-13049031.0,-765812,6315504,17516364,5233145,0,-4412.0,-12283219,-12283219,-1082359,8318658.0,-13049031,-13049031.0,2882202.0,,,
TSEM,2019-12-31,90048000.0,88073000.0,4305000,1004332000,1147287000,1234003000,2948000,-10122000.0,86716000,86716000,229671000,67376000.0,90048000,91021000.0,75579000.0,,-7824000.0,
TSEM,2018-12-31,135579000.0,133379000.0,-15626000,1011087000,1149091000,1304034000,5938000,-19209000.0,154943000,154943000,292947000,64951000.0,135579000,139317000.0,73053000.0,,-6761000.0,
TSEM,2017-12-31,298011000.0,301656000.0,-18074000,1033005000,1167468000,1387310000,-99888000,-19591000.0,219842000,219842000,354305000,66799000.0,298011000,201768000.0,67664000.0,,-6354000.0,
TSEM,2016-12-31,203924000.0,209166000.0,36071000,946534000,1075107000,1249634000,1432000,-18618000.0,174527000,174527000,303100000,65439000.0,203924000,210598000.0,63134000.0,,-7418000.0,
NXQ,2020-03-31,11882699.0,11882699.0,2469906,0,842369,10255162,0,,9412793,9412793,10255162,842369.0,11882699,11882699.0,,,,
NXQ,2019-03-31,14987066.0,14987066.0,5642551,0,802719,10147234,0,,9344515,9344515,10147234,802719.0,14987066,14987066.0,,,,
NXQ,2018-03-31,10208895.0,10208895.0,994256,0,835348,10049987,0,,9214639,9214639,10049987,835348.0,10208895,10208895.0,,,,
NXQ,2017-03-31,1944252.0,1944252.0,-7523884,0,859017,10327153,0,,9468136,9468136,10327153,859017.0,1944252,1944252.0,,,,
BHLB,2019-12-31,96490000.0,101521000.0,-36493000,0,252013000,412490000,22463000,,160477000,0,412490000,222287000.0,97450000,123984000.0,,29726000.0,,-4071000.0
BHLB,2018-12-31,104847000.0,109219000.0,-32420000,0,234013000,404613000,28961000,,170600000,0,404613000,210133000.0,105765000,138180000.0,,23880000.0,,-3454000.0
BHLB,2017-12-31,55028000.0,49116000.0,-41256000,0,211426000,343886000,42088000,,132460000,0,343886000,190230000.0,55247000,91204000.0,,21196000.0,,6131000.0
BHLB,2016-12-31,58670000.0,58670000.0,-23060000,0,179157000,279671000,18784000,,100514000,0,279671000,161063000.0,58670000,77454000.0,,18094000.0,,6131000.0
BGCP,2019-12-31,55707000.0,84943000.0,51323000,202964000,1958363000,2045154000,53171000,,86791000,0,1842190000,1647676000.0,55707000,138114000.0,,107723000.0,81549000.0,
BGCP,2018-12-31,194142000.0,103697000.0,57645000,200068000,1771405000,1893577000,76120000,,122172000,0,1693509000,1508628000.0,197520000,179817000.0,,62709000.0,119507000.0,
BGCP,2017-12-31,51475000.0,-88636000.0,24451000,178329000,1694308000,1673993000,92772000,,-20315000,0,1495664000,1448334000.0,51475000,4136000.0,,67645000.0,552270000.0,
BGCP,2016-12-31,185022000.0,64122000.0,92338000,167401000,1468568000,1496691000,56339000,,28123000,0,1329290000,1256827000.0,185022000,120461000.0,,44340000.0,502557000.0,
PSEC,2019-06-30,144487000.0,144487000.0,-325603000,0,233677000,703767000,0,-147304000.0,470090000,470090000,703767000,233677000.0,144487000,144487000.0,,,,
PSEC,2018-06-30,299863000.0,299863000.0,-140596000,0,217386000,657845000,0,-146559000.0,440459000,440459000,657845000,217386000.0,299863000,299863000.0,,,,
PSEC,2017-06-30,252906000.0,252906000.0,-218024000,0,231216000,701046000,-1100000,-156101000.0,469830000,469830000,701046000,231216000.0,252906000,251806000.0,,,,
PSEC,2016-06-30,103362000.0,103362000.0,-435485000,0,250831000,791973000,2295000,-160420000.0,541142000,541142000,791973000,250831000.0,103362000,105657000.0,,,,
TCRR,2019-12-31,-97499000.0,-47599000.0,3885000,0,51382000,0,102000,,-51382000,-51382000,0,18261000.0,-47599000,-47497000.0,33121000.0,,,
TCRR,2018-12-31,-61549000.0,-24251000.0,2202000,0,26453000,0,0,,-26453000,-26453000,0,9476000.0,-24251000,-24251000.0,16977000.0,,,
TCRR,2017-12-31,-14864000.0,-13070000.0,110000,0,13180000,0,0,,-13180000,-13180000,0,5033000.0,-13070000,-13070000.0,8147000.0,,,
TCRR,2016-12-31,-10702000.0,-9915000.0,15000,0,9930000,0,0,,-9930000,-9930000,0,2260000.0,-9915000,-9915000.0,7670000.0,,,
LQDA,2019-12-31,-47583455.0,-47583455.0,-759906,807192,54895669,8072120,0,-1373622.0,-46823549,-46823549,7264928,13597119.0,-47583455,-47583455.0,40491358.0,,,
LQDA,2018-12-31,-53135859.0,-53135859.0,-18267785,121391,37575055,2706981,0,-18988176.0,-34868074,-34868074,2585590,8754088.0,-53135859,-53135859.0,28699576.0,,,
LQDA,2017-12-31,-29154240.0,-29154240.0,-1125954,319759,35286409,7258123,0,-13010475.0,-28028286,-28028286,6938364,10212774.0,-29154240,-29154240.0,24753876.0,,,
LQDA,2016-12-31,-15933762.0,-15933762.0,-70959,918778,29079792,13216989,0,-85865.0,-15862803,-15862803,12298211,4841128.0,-15933762,-15933762.0,23319886.0,,,
AMBA,2020-01-31,-44792000.0,-44792000.0,8021000,96023000,278381000,228732000,3164000,,-49649000,-49649000,132709000,52634000.0,-44792000,-41628000.0,129724000.0,,,
AMBA,2019-01-31,-30447000.0,-30447000.0,5868000,89624000,268188000,227768000,-4105000,,-40420000,-40420000,138144000,50480000.0,-30447000,-34552000.0,128084000.0,,,
AMBA,2018-01-31,18852000.0,18852000.0,2094000,107669000,270971000,295402000,6877000,,24431000,24431000,187733000,47792000.0,18852000,25729000.0,115510000.0,,,
AMBA,2017-01-31,57810000.0,57810000.0,1626000,105283000,249934000,310297000,3071000,,60363000,60363000,205014000,43446000.0,57810000,60881000.0,101205000.0,,,
MRVL,2020-02-01,1584391000.0,1584391000.0,919586000,1286394000,2820365000,2699161000,-786009000,-85631000.0,-121204000,-121204000,1412767000,453580000.0,1584391000,798382000.0,1080391000.0,,,
MRVL,2019-02-02,-179094000.0,-179094000.0,-401742000,1184027000,2468696000,2865791000,174447000,-60362000.0,397095000,397095000,1681764000,370660000.0,-179094000,-4647000.0,914009000.0,,,
MRVL,2018-02-03,520831000.0,433142000.0,-58126000,947230000,1899840000,2409170000,18062000,-685000.0,509330000,509330000,1461940000,238166000.0,520831000,451204000.0,714444000.0,,,
