stock,endDate,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments
ZYXI,2018-12-31,-1082000.0,-138000.0,,-660000.0,-414000.0,-2262000.0,,448000.0,9408000.0,,-3432000.0,4563000.0,9552000,58000.0,-3763000.0,-507000.0,-1082000.0,409000,176000.0,
ZYXI,2017-12-31,-87000.0,1260000.0,,843000.0,-316000.0,-2262000.0,,252000.0,8260000.0,,-222000.0,5318000.0,7365000,-666000.0,-2855000.0,-2517000.0,-87000.0,-1063000,39000.0,
ZYXI,2016-12-31,-226000.0,252000.0,,-585000.0,198000.0,-2262000.0,,395000.0,1769000.0,,-222000.0,239000.0,69000,-14000.0,-1304000.0,-1304000.0,-226000.0,1414000,39000.0,
SOR,2019-12-31,,,,,,,,,,,,,65707274,,,,,0,,
SOR,2018-12-31,,,,,,,,,,,,,-27767606,,,,,0,,
SOR,2017-12-31,,,,,,,,,,,,,48711297,,,,,0,,
SOR,2016-12-31,,,,,,,,,,,,,27867511,,,,,0,,
ECOL,2019-12-31,-58100000.0,3392000.0,-10331000.0,-9357000.0,,-15890000.0,8662000.0,61302000.0,79616000.0,1062000.0,,9387000.0,33140000,4251000.0,384434000.0,410336000.0,-455725000.0,-9739000,319000.0,
ECOL,2018-12-31,-40757000.0,15657000.0,-314000.0,-32301000.0,,-15804000.0,-113000.0,42559000.0,81485000.0,-1633000.0,,3954000.0,49595000,-611000.0,72861000.0,86552000.0,-148759000.0,16360000,2427000.0,
ECOL,2017-12-31,-36240000.0,-14661000.0,-3088000.0,-13861000.0,,-15711000.0,1348000.0,41216000.0,79703000.0,636000.0,,20077000.0,49365000,297000.0,-26344000.0,-8595000.0,-33918000.0,2629000,1050000.0,
ECOL,2016-12-31,-35696000.0,-2971000.0,-189000.0,10912000.0,,-15673000.0,550000.0,39832000.0,73973000.0,-8000.0,,961000.0,34252000,-196000.0,-31589000.0,-15956000.0,-41415000.0,-8016000,229000.0,
ALTG,2019-12-31,-22300000.0,37900000.0,-100000.0,-23200000.0,-35800000.0,,,50100000.0,-5500000.0,,,-1500000.0,-35400000,-17900000.0,91800000.0,91900000.0,-87800000.0,18800000,,
ALTG,2018-12-31,-34600000.0,7800000.0,-300000.0,-14000000.0,-64200000.0,,,37100000.0,-3600000.0,,,1400000.0,1500000,33400000.0,44400000.0,44700000.0,-39400000.0,-5200000,,
ALTG,2017-12-31,-23063000.0,1079000.0,-2021000.0,-11259000.0,-31871000.0,,,31515000.0,53231000.0,,,-71000.0,5908000,44432000.0,-23093000.0,-1069000.0,-30209000.0,13427000,,
BCSF,2019-12-31,,-351300000.0,-5024000.0,-16233000.0,,-81246000.0,,,-242766000.0,92000.0,,35575000.0,98085000,24311000.0,278249000.0,364519000.0,,874000,,
BCSF,2018-12-31,,-803350000.0,-2174000.0,-3362000.0,,-40971000.0,,,-774247000.0,-487000.0,,-107647000.0,26645000,3848000.0,667087000.0,185965000.0,,137000,,
BCSF,2017-12-31,,-714204000.0,-5462000.0,-2293000.0,,-7756000.0,,,-697374000.0,707000.0,,74186000.0,19300000,-1781000.0,770853000.0,391336000.0,,532000,,
BCSF,2016-12-31,,-101695956.0,-1419688.0,-596164.0,,-7756000.0,,,-100765804.0,707000.0,,66732154.0,608975,304174.0,167497958.0,59100000.0,,512992,,
CASI,2019-12-31,-427000.0,16184000.0,19601000.0,-1293000.0,-4411000.0,,,2153000.0,-23243000.0,-1328000.0,-367000.0,-30584000.0,-46032000,6155000.0,22045000.0,-1500000.0,-28058000.0,4001000,4311000.0,-14038000.0
CASI,2018-12-31,-1131000.0,6998000.0,-822000.0,-1293000.0,-283000.0,,,1671000.0,-28584000.0,-1198000.0,-117000.0,40715000.0,-27471000,-8402000.0,92270000.0,-1500000.0,-21773000.0,-1097000,93209000.0,-14038000.0
CASI,2017-12-31,-934702.0,670331.0,-462841.0,-1293000.0,-283000.0,,,117779.0,-6402235.0,-1198000.0,-117000.0,16397007.0,-10770202,2723016.0,23733944.0,-1500000.0,-934702.0,849365,24196785.0,-14038000.0
CASI,2016-12-31,-223233.0,2989569.0,-96512.0,-1293000.0,-283000.0,,,66451.0,-6023119.0,-1198000.0,-117000.0,21961814.0,-9453488,167515.0,28049720.0,-1500000.0,-64787.0,180526,28146232.0,-14038000.0
CNST,2019-12-31,-699000.0,6719000.0,-125000.0,,,,,758000.0,-72248000.0,,,219740000.0,-85550000,4092000.0,341597000.0,29650000.0,-49609000.0,1733000,312072000.0,-48910000.0
CNST,2018-12-31,-476000.0,4107000.0,-3638000.0,,,,,562000.0,-48823000.0,,,98371000.0,-59925000,3682000.0,147670000.0,-4698000.0,-476000.0,2751000,56400000.0,-48910000.0
CNST,2017-12-31,-582000.0,-2938000.0,-3638000.0,,,,,474000.0,-37586000.0,,,-20516000.0,-35377000,188000.0,17652000.0,-6634000.0,-582000.0,67000,55000.0,-48910000.0
CNST,2016-12-31,-948000.0,964000.0,-1273000.0,,,,,203000.0,-32775000.0,,,-14615000.0,-34533000,168000.0,19105000.0,-2913000.0,-945000.0,423000,60000.0,-48910000.0
ACTT,2019-12-31,,-4283025.0,1415645.0,,,,-300038000.0,,-396814.0,,,1005831.0,3932144,-45933.0,301440645.0,,-300038000.0,0,300025000.0,
FLEX,2020-03-31,-461745000.0,324377000.0,-2435000.0,-2192652000.0,-66462000.0,,2633013000.0,486513000.0,-1533276000.0,-11233000.0,-259912000.0,226061000.0,87579000,-158077000.0,-508460000.0,-246113000.0,2279030000.0,-14554000,,
FLEX,2019-03-31,-725606000.0,287337000.0,19643000.0,-3412252000.0,-360152000.0,,3629933000.0,507809000.0,-2971024000.0,-27968000.0,-188979000.0,224201000.0,93399000,-155235000.0,-29704000.0,139632000.0,3252897000.0,68070000,,
FLEX,2018-03-31,-561997000.0,-34747000.0,47242000.0,-4916843000.0,-354319000.0,,4499491000.0,513072000.0,-3866335000.0,-15079000.0,-180050000.0,-358251000.0,428534000,-125180000.0,-187785000.0,-54977000.0,3710948000.0,623148000,,
FLEX,2017-03-31,-525111000.0,159989000.0,-76024000.0,-5136256000.0,85047000.0,,4911688000.0,513634000.0,-3822108000.0,17490000.0,-349532000.0,223105000.0,319564000,-32772000.0,-242107000.0,171011000.0,4269830000.0,268686000,,
INBK,2019-12-31,-4105000.0,-37181000.0,482283000.0,,,-2418000.0,9043000.0,7655000.0,-43577000.0,,-9784000.0,138649000.0,25239000,-39290000.0,495499000.0,25418000.0,-313273000.0,0,,-88458000.0
INBK,2018-12-31,-2219000.0,13679000.0,586200000.0,,,-2230000.0,-14216000.0,5667000.0,29356000.0,,-216000.0,140731000.0,21900000,-11890000.0,750088000.0,112000000.0,-638713000.0,0,,-29040000.0
INBK,2017-12-31,-1517000.0,5818000.0,621901000.0,,,-1675000.0,-20665000.0,5299000.0,24624000.0,,-216000.0,8529000.0,15226000,-1719000.0,892056000.0,220194000.0,-908151000.0,0,,-16229000.0
INBK,2016-12-31,-3173000.0,16946000.0,506771000.0,,,-1199000.0,-11315000.0,3799000.0,26470000.0,,-216000.0,14300000.0,12074000,-6349000.0,574552000.0,22757000.0,-586722000.0,0,,-273559000.0
RBNC,2019-12-31,-1339000.0,-22514000.0,151556000.0,,,-4013000.0,411000.0,2945000.0,-4115000.0,,-8379000.0,15864000.0,16196000,-1845000.0,152255000.0,12491000.0,-132276000.0,0,600000.0,48272000.0
RBNC,2018-12-31,-4342000.0,29145000.0,124215000.0,,,-3451000.0,-2190000.0,2646000.0,42265000.0,,-6000.0,14510000.0,14085000,-2306000.0,81961000.0,-39195000.0,-109716000.0,0,398000.0,6831000.0
RBNC,2017-12-31,-1766000.0,-31902000.0,120930000.0,,,-3193000.0,-8641000.0,1319000.0,-20323000.0,,-6000.0,-3575000.0,7246000,4972000.0,202612000.0,60843000.0,-185864000.0,0,24032000.0,-69979000.0
RBNC,2016-12-31,-873000.0,42524000.0,124291000.0,,,-1489000.0,-4889000.0,1332000.0,47075000.0,,-6000.0,3673000.0,8936000,-5027000.0,27827000.0,-99747000.0,-71229000.0,0,4772000.0,-18295000.0
AEY,2019-09-30,-601612.0,3598041.0,-1264906.0,-3672763.0,-1590972.0,,7259505.0,1452892.0,-4808569.0,,,-1535228.0,-5302443,271526.0,-3325938.0,-2061032.0,6599279.0,277734,,
AEY,2018-09-30,-127257.0,8639630.0,-851008.0,609223.0,-462051.0,,10400.0,1390005.0,3825434.0,,,-843443.0,-7319856,62056.0,-4356666.0,-3505658.0,-312211.0,868779,,
AEY,2017-09-30,-140680.0,1663279.0,-1200308.0,300933.0,-1434314.0,,2342114.0,1418417.0,2988813.0,,,-535403.0,-98116,151329.0,917890.0,2118198.0,-4442106.0,760908,,
AEY,2016-09-30,-319810.0,1557207.0,-1200308.0,115479.0,1067179.0,,2342114.0,1247754.0,3540491.0,,,-1602860.0,294163,-153476.0,-873921.0,-873921.0,-4269430.0,15514,,
EXPO,2020-01-03,-23038000.0,16329000.0,,-16548000.0,,-33503000.0,,6806000.0,108059000.0,463000.0,-33140000.0,49377000.0,82460000,8753000.0,-63414000.0,,4269000.0,10259000,3229000.0,27307000.0
EXPO,2018-12-28,-16298000.0,15187000.0,,2438000.0,,-27220000.0,,6292000.0,91188000.0,-603000.0,-36754000.0,2265000.0,72254000,-1227000.0,-62500000.0,,-25820000.0,-3756000,1474000.0,-9522000.0
EXPO,2017-12-29,-4725000.0,30085000.0,,-25197000.0,,-21835000.0,,6285000.0,67838000.0,972000.0,-21451000.0,9827000.0,41305000,8698000.0,-41261000.0,,-17722000.0,6662000,2025000.0,-12997000.0
EXPO,2016-12-30,-14393000.0,12845000.0,,-1284000.0,,-18781000.0,,6131000.0,66946000.0,-1121000.0,-32141000.0,-10784000.0,47480000,2322000.0,-49166000.0,,-27443000.0,-548000,1756000.0,-13050000.0
MDLY,2019-12-31,-126000.0,6148000.0,-7694000.0,2170000.0,,-238000.0,222000.0,702000.0,2145000.0,,-967000.0,-6661000.0,-3379000,-1348000.0,-8899000.0,,93000.0,-4199000,,-3000.0
MDLY,2018-12-31,-56000.0,7136000.0,-27288000.0,4440000.0,,-5750000.0,222000.0,1076000.0,16217000.0,,-693000.0,-19108000.0,-2432000,2903000.0,-33731000.0,,-1594000.0,1686000,,-1538000.0
MDLY,2017-12-31,-73000.0,20511000.0,-9836000.0,-110000.0,,-5766000.0,222000.0,911000.0,12563000.0,,-4302000.0,-18236000.0,927000,-367000.0,4404000.0,,-35203000.0,-12014000,,-35130000.0
MDLY,2016-12-31,-1935000.0,12734000.0,-9550000.0,1099000.0,,-5521000.0,222000.0,913000.0,15895000.0,,-1198000.0,-17125000.0,997000,-142000.0,-14194000.0,,-18826000.0,-1682000,,-16891000.0
CTLT,2019-06-30,-218100000.0,27800000.0,-28400000.0,-118900000.0,-34000000.0,,,228600000.0,247700000.0,-3500000.0,-14600000.0,-64800000.0,137400000,-43600000.0,1201400000.0,148900000.0,-1510400000.0,36200000,445500000.0,-1800000.0
CTLT,2018-06-30,-176500000.0,87300000.0,-15600000.0,-33600000.0,-1800000.0,,,190100000.0,374500000.0,-2400000.0,-13700000.0,121900000.0,83600000,11900000.0,669100000.0,420600000.0,-919300000.0,32300000,277800000.0,-1800000.0
CTLT,2017-06-30,-139800000.0,48200000.0,-6400000.0,-54900000.0,-13500000.0,,,146500000.0,299500000.0,4900000.0,-5400000.0,156700000.0,109800000,46700000.0,161300000.0,173100000.0,-309000000.0,9900000,277800000.0,-1800000.0
CTLT,2016-06-30,-139600000.0,200000.0,-5800000.0,-54100000.0,-35400000.0,,,140600000.0,155300000.0,-6500000.0,-8700000.0,-19700000.0,111500000,-33600000.0,-30800000.0,-16300000.0,-137700000.0,21400000,277800000.0,-1800000.0
GEN,2019-12-31,-654387000.0,-137275000.0,11096000.0,45745000.0,,,9578000.0,240286000.0,-7166000.0,,,-16470000.0,14619000,-93630000.0,377699000.0,366603000.0,-387003000.0,-76911000,,
GEN,2018-12-31,-51152000.0,61427000.0,-19540000.0,66508000.0,,,-11347000.0,197796000.0,18584000.0,,,83638000.0,-235231000,-93630000.0,53178000.0,72718000.0,11876000.0,-71916000,,
GEN,2017-12-31,-64106000.0,438203000.0,-8766000.0,-86256000.0,,,21075000.0,253186000.0,120455000.0,,,-4822000.0,-578982000,-93630000.0,-172829000.0,-164063000.0,47552000.0,94304000,,
GEN,2016-12-31,-93118000.0,-5291000.0,-17269000.0,-170126000.0,,,32030000.0,262559000.0,68361000.0,,,-10135000.0,-64013000,-93630000.0,-65708000.0,-48439000.0,-12788000.0,45232000,,
BRID,2019-11-01,-25739000.0,1369000.0,,-774000.0,-2954000.0,,,4153000.0,7247000.0,,,-4701000.0,6484000,-1304000.0,13730000.0,13730000.0,-25678000.0,338000,,
BRID,2018-11-02,-18147000.0,-1178000.0,,-1263000.0,-397000.0,,,3940000.0,8265000.0,,,-3930000.0,6517000,-1584000.0,-83000.0,-83000.0,-12112000.0,2291000,,
BRID,2017-11-03,-11574000.0,-865000.0,,-2326000.0,1065000.0,,,3366000.0,16769000.0,,,5124000.0,8829000,6038000.0,-129000.0,-129000.0,-11516000.0,1280000,,
BRID,2016-10-28,-3265000.0,-407000.0,,-2587000.0,-4104000.0,,,3043000.0,4527000.0,,,1143000.0,7770000,2842000.0,-143000.0,-103000.0,-3241000.0,-2002000,,
VSLR,2019-12-31,-316916000.0,-135876000.0,316437000.0,-10107000.0,-7319000.0,,,58630000.0,-323167000.0,,,-34956000.0,-102175000,-164242000.0,604047000.0,286607000.0,-315836000.0,14622000,1003000.0,
VSLR,2018-12-31,-332259000.0,-124121000.0,224801000.0,5458000.0,9340000.0,,,69234000.0,-45655000.0,,,135958000.0,-15592000,8654000.0,510716000.0,284568000.0,-329103000.0,972000,1347000.0,
VSLR,2017-12-31,-277323000.0,-228415000.0,152522000.0,-7007000.0,-11312000.0,,,60764000.0,-33854000.0,,,31499000.0,209098000,12556000.0,336528000.0,183369000.0,-271175000.0,16471000,637000.0,
VSLR,2016-12-31,-408420000.0,-33168000.0,228940000.0,-9022000.0,-10654000.0,,,46922000.0,-165690000.0,,,4373000.0,17986000,-43578000.0,584510000.0,352733000.0,-414447000.0,7002000,2837000.0,
APA,2019-12-31,-2961000000.0,1384000000.0,251000000.0,133000000.0,-41000000.0,-376000000.0,-31000000.0,5039000000.0,2867000000.0,,,-467000000.0,-3553000000,-90000000.0,112000000.0,235000000.0,-3446000000.0,-5000000,2000000.0,-1172000000.0
APA,2018-12-31,-3904000000.0,427000000.0,278000000.0,150000000.0,-6000000.0,-382000000.0,-87000000.0,3065000000.0,3777000000.0,,,-954000000.0,40000000,24000000.0,-787000000.0,-378000000.0,-3944000000.0,77000000,2000000.0,-91000000.0
APA,2017-12-31,-2760000000.0,-1212000000.0,-271000000.0,-270000000.0,32000000.0,-380000000.0,-75000000.0,2656000000.0,2428000000.0,,,291000000.0,1304000000,-145000000.0,-721000000.0,-70000000.0,-1416000000.0,63000000,2000000.0,-91000000.0
APA,2016-12-31,-1949000000.0,209000000.0,-300000000.0,126000000.0,-27000000.0,-379000000.0,155000000.0,3473000000.0,2430000000.0,,,-90000000.0,-1405000000,117000000.0,-860000000.0,-181000000.0,-1660000000.0,-63000000,2000000.0,-91000000.0
CGBD,2019-12-31,,-149868000.0,-1699000.0,-3046000.0,,-90058840.0,,,-91892000.0,,-64717000.0,-50435000.0,61330000,-2172000.0,41457000.0,214970000.0,,0,,
CGBD,2018-12-31,,-13263000.0,-3420000.0,-2172000.0,,-86305275.0,,,28795000.0,,-4867000.0,55147000.0,39115000,3219000.0,26352000.0,127942000.0,,0,,
CGBD,2017-12-31,,-472401000.0,-1063000.0,-5282000.0,,-72779264.0,,,-385651000.0,,-4867000.0,-6450000.0,84200000,6883000.0,379201000.0,98880000.0,,0,,
CGBD,2016-12-31,,-387856000.0,-643000.0,-2528000.0,,-55012135.0,,,-314613000.0,,-4867000.0,-3348000.0,69809000,4545000.0,311265000.0,187572000.0,,0,,
SNR,2019-12-31,-21131000.0,20600000.0,-24559000.0,-876000.0,,-44650000.0,-6964000.0,68806000.0,75411000.0,,,-28827000.0,2014000,-17583000.0,-89229000.0,-20020000.0,-15009000.0,0,,
SNR,2018-12-31,-14155000.0,169561000.0,-145535000.0,-5107000.0,,-64081000.0,-5007000.0,80165000.0,121077000.0,,,-64829000.0,-159355000,26088000.0,-166744000.0,42872000.0,-19162000.0,0,,
SNR,2017-12-31,-13690000.0,-62534000.0,-25120000.0,-378000.0,,-85432000.0,-6039000.0,120916000.0,60445000.0,,,59968000.0,12208000,-18102000.0,-320372000.0,-209820000.0,319895000.0,0,,
SNR,2016-12-31,-21151000.0,-30657000.0,-189000.0,-23000.0,,-85412000.0,584000.0,184689000.0,102345000.0,,,-41990000.0,-72249000,11003000.0,-146479000.0,-29965000.0,2144000.0,0,,
KPTI,2019-12-31,-206000.0,13909000.0,73609000.0,-7862000.0,-346000.0,,,974000.0,-190822000.0,19000.0,,11952000.0,-199590000,7563000.0,124305000.0,,78450000.0,-12663000,50696000.0,78656000.0
KPTI,2018-12-31,-2363000.0,17304000.0,73609000.0,-7862000.0,-346000.0,,,735000.0,-159117000.0,-78000.0,,49250000.0,-178407000,9238000.0,316109000.0,,-107664000.0,-9407000,149224000.0,-105301000.0
KPTI,2017-12-31,-62000.0,21592000.0,73609000.0,-7862000.0,-346000.0,,,713000.0,-73717000.0,211000.0,,19345000.0,-128984000,10132000.0,75743000.0,,17108000.0,22830000,75743000.0,17170000.0
KPTI,2016-12-31,-70000.0,23482000.0,73609000.0,-7862000.0,-346000.0,,,717000.0,-84391000.0,-66000.0,,-8698000.0,-109577000,42000.0,51164000.0,,24595000.0,945000,51203000.0,24665000.0
EXR,2019-12-31,-7764000.0,50424000.0,-37056000.0,,,-458114000.0,-28132000.0,219857000.0,707686000.0,,,-1957000.0,419967000,-14815000.0,-88013000.0,205267000.0,-621630000.0,15522000,201890000.0,-193777000.0
EXR,2018-12-31,-4297000.0,19027000.0,-47988000.0,,,-424907000.0,11376000.0,209050000.0,677795000.0,,,-13354000.0,415289000,12720000.0,-247251000.0,134244000.0,-443898000.0,2736000,91400000.0,-16370000.0
EXR,2017-12-31,-7819000.0,-63452000.0,-41248000.0,,,-393040000.0,44869000.0,193296000.0,597375000.0,,,28302000.0,479013000,-18359000.0,-215994000.0,217028000.0,-353079000.0,-10515000,1266000.0,-17363000.0
EXR,2016-12-31,-4968000.0,-35995000.0,-51939000.0,,,-367818000.0,16356000.0,182560000.0,539263000.0,,,-48795000.0,366127000,-1406000.0,460831000.0,755720000.0,-1048889000.0,10075000,124868000.0,-11288000.0
BLRX,2019-12-31,-67000.0,-2957000.0,,,,,,853000.0,-22666000.0,108000.0,,1893000.0,-25446000,1106000.0,19194000.0,-1104000.0,5257000.0,3218000,20298000.0,5330000.0
BLRX,2018-12-31,-173000.0,-73000.0,,,,,,451000.0,-24192000.0,-166000.0,,-1706000.0,-22962000,-934000.0,13097000.0,9221000.0,9555000.0,-773000,3876000.0,19771000.0
BLRX,2017-12-31,-338000.0,670000.0,,,,,,438000.0,-20547000.0,435000.0,,2641000.0,-24352000,-415000.0,38680000.0,-93000.0,-15927000.0,3061000,38773000.0,-11689000.0
BLRX,2016-12-31,-52000.0,429000.0,,,,,,454000.0,-14513000.0,51000.0,,-3075000.0,-15841000,42000.0,2090000.0,-93000.0,9297000.0,369000,2183000.0,9352000.0
XAN,2019-12-31,,7183000.0,-6529000.0,,,-37402000.0,135000.0,3399000.0,43333000.0,,,-1040000.0,35966000,407000.0,268694000.0,312625000.0,-313067000.0,-3975000,,-89694000.0
XAN,2018-12-31,,9434000.0,-9919000.0,,,-26325000.0,29666000.0,2908000.0,48208000.0,,,-108890000.0,27427000,9746000.0,190132000.0,391785000.0,-347230000.0,-111000,,-199047000.0
XAN,2017-12-31,,181582000.0,-141417000.0,,,-30309000.0,17579000.0,3150000.0,222410000.0,,,84939000.0,33537000,3813000.0,-199666000.0,-27791000.0,62195000.0,158000,,-10556000.0
XAN,2016-12-31,,33408000.0,-1439000.0,,,-76567000.0,94733000.0,-20158000.0,-18907000.0,,,178000.0,-30365000,-2886000.0,-247462000.0,-156977000.0,266547000.0,356000,,86073000.0
CFRX,2019-12-31,-19999.0,-13095025.0,-1713410.0,,,,,169159.0,-27427893.0,,,15863823.0,-12794493,-1262809.0,21320590.0,,21971126.0,-444725,23034000.0,21991125.0
CFRX,2018-12-31,-133488.0,9249427.0,-1072607.0,,,,,151292.0,-26258849.0,,,1325271.0,-37684424,897447.0,10432896.0,,17151224.0,1127409,11505503.0,17284712.0
CFRX,2017-12-31,-133488.0,-9368256.0,-2923304.0,,,,,187249.0,-24528993.0,,,3188062.0,-15517658,-1059502.0,37076696.0,,-9359641.0,324160,40000000.0,-9359641.0
CFRX,2016-12-31,-113192.0,-3569656.0,-2952889.0,,,,,451008.0,-29300340.0,,,-6165797.0,-28538399,138352.0,32103109.0,,-8968567.0,649014,35055998.0,-8855375.0
PZC,2019-12-31,,-15325000.0,,648000.0,,-13484000.0,,,15671000.0,,,1000.0,30179000,124000.0,-15670000.0,-2277000.0,,0,,
PZC,2018-12-31,,11870000.0,,123000.0,,-14220000.0,,,11297000.0,,,-1656000.0,-836000,124000.0,-12953000.0,-2576000.0,,0,,
PZC,2017-12-31,,-45408000.0,,-391000.0,,-15474000.0,,,-23271000.0,,,1125000.0,22483000,45000.0,24396000.0,-2576000.0,,0,,
PZC,2016-12-31,,-45408000.0,,-391000.0,,-15474000.0,,,-23271000.0,,,1125000.0,2768000,45000.0,24396000.0,-2576000.0,,0,,
ATCO,2019-12-31,-344600000.0,-10900000.0,-27000000.0,-2300000.0,,-172200000.0,-133500000.0,361100000.0,783000000.0,,,-174100000.0,439100000,-64500000.0,-481500000.0,-484600000.0,-475600000.0,10900000,250000000.0,2500000.0
ATCO,2018-12-31,-318700000.0,-81200000.0,-16100000.0,15500000.0,,-115700000.0,-42800000.0,237300000.0,525100000.0,,,104200000.0,278800000,92000000.0,206500000.0,87300000.0,-627400000.0,-53800000,250000000.0,-2400000.0
ATCO,2017-12-31,-338500000.0,-60000000.0,-8400000.0,16600000.0,,-126200000.0,-50200000.0,204400000.0,390600000.0,,,-114800000.0,175200000,44800000.0,-154100000.0,-141200000.0,-351300000.0,-2300000,119000000.0,300000.0
ATCO,2016-12-31,-343552000.0,274261000.0,-12992000.0,-21711000.0,,-202641000.0,43058000.0,219371000.0,311087000.0,,,152582000.0,-139039000,-32061000.0,106907000.0,26211000.0,-265412000.0,-3915000,95978000.0,3004000.0
AEGN,2019-12-31,-28772000.0,47647000.0,-1609000.0,16416000.0,-3413000.0,,,36163000.0,78814000.0,-2995000.0,-30393000.0,-18664000.0,-20892000,4513000.0,-66757000.0,-35711000.0,-27726000.0,-1620000,956000.0,
AEGN,2018-12-31,-30514000.0,33813000.0,-1657000.0,-6821000.0,2306000.0,,,37855000.0,39669000.0,-4045000.0,-25775000.0,-23659000.0,2928000,1071000.0,-60448000.0,-33016000.0,1165000.0,-31483000,956000.0,
AEGN,2017-12-31,-30830000.0,100536000.0,-413000.0,-29847000.0,-1926000.0,,,44419000.0,63594000.0,6553000.0,-37849000.0,-26836000.0,-69401000,6934000.0,-56447000.0,-19008000.0,-39547000.0,12879000,823000.0,
AEGN,2016-12-31,-38760000.0,6754000.0,-1776000.0,52774000.0,-2569000.0,,,46719000.0,71161000.0,-2148000.0,-44454000.0,-83100000.0,29453000,15813000.0,-25912000.0,18500000.0,-126201000.0,-77783000,1818000.0,
CPRT,2019-07-31,-373883000.0,43529000.0,,-60808000.0,-4719000.0,,,77295000.0,646646000.0,-8276000.0,-411885000.0,-88201000.0,591693000,-28019000.0,-370304000.0,,-356267000.0,13182000,41581000.0,
CPRT,2018-07-31,-287910000.0,46367000.0,,-40335000.0,-3959000.0,,,72898000.0,535069000.0,-135000.0,-1115000.0,64420000.0,417867000,-4646000.0,-182038000.0,,-288476000.0,52800000,50312000.0,
CPRT,2017-07-31,-172178000.0,61182000.0,,-38542000.0,1294000.0,,,46400000.0,492058000.0,4959000.0,-135433000.0,54251000.0,394227000,-215000.0,-106975000.0,,-335791000.0,4661000,35458000.0,
CPRT,2016-07-31,-173917000.0,28620000.0,,-54213000.0,-2509000.0,,,40075000.0,332498000.0,-11289000.0,-457894000.0,-300163000.0,270360000,1128000.0,-448496000.0,,-172876000.0,49330000,16609000.0,
PEG,2019-12-31,-3166000000.0,-12000000.0,-56000000.0,,,-950000000.0,119000000.0,1426000000.0,3379000000.0,,,-23000000.0,1693000000,204000000.0,-257000000.0,749000000.0,-3145000000.0,0,,
PEG,2018-12-31,-3912000000.0,359000000.0,-77000000.0,,,-910000000.0,142000000.0,1345000000.0,2913000000.0,,,-116000000.0,1438000000,-177000000.0,887000000.0,1874000000.0,-3916000000.0,0,,
PEG,2017-12-31,-4190000000.0,546000000.0,-74000000.0,,,-870000000.0,51000000.0,1221000000.0,3260000000.0,,,-111000000.0,1574000000,-162000000.0,885000000.0,1829000000.0,-4256000000.0,0,,
PEG,2016-12-31,-4199000000.0,1267000000.0,-79000000.0,,,-830000000.0,50000000.0,1108000000.0,3313000000.0,,,31000000.0,887000000,-255000000.0,966000000.0,1875000000.0,-4248000000.0,0,,
VTGN,2019-03-31,-174000.0,8252700.0,,-300000.0,,,,91200.0,-14527500.0,,,2722000.0,-24589600,679500.0,17423500.0,-223200.0,-174000.0,1338700,17646700.0,
VTGN,2018-03-31,-1600.0,4387700.0,,-300000.0,,,,80700.0,-9058300.0,,,7457000.0,-14345900,277500.0,16516900.0,-205400.0,-1600.0,541700,16722300.0,
